"date","price","volume","type","year","region"
"10/9/16",2.22,10.5,"organic",2016,"SanDiego"
"10/16/16",2.28,11.257,"organic",2016,"SanDiego"
"10/23/16",2.73,8.534,"organic",2016,"SanDiego"
"10/30/16",2.74,8.934,"organic",2016,"SanDiego"
"11/6/16",2.51,11.3,"organic",2016,"SanDiego"
"11/13/16",2.1,10.262,"organic",2016,"SanDiego"
"11/20/16",2.22,8.536,"organic",2016,"SanDiego"
"11/27/16",2.12,10.272,"organic",2016,"SanDiego"
"12/4/16",2.06,9.419,"organic",2016,"SanDiego"
"12/11/16",1.49,14.514,"organic",2016,"SanDiego"
"12/18/16",1.63,12.212,"organic",2016,"SanDiego"
"12/25/16",1.43,12.023,"organic",2016,"SanDiego"
"1/1/17",1.45,15.752,"organic",2017,"SanDiego"
"1/8/17",1.52,16.776,"organic",2017,"SanDiego"
"1/15/17",1.82,11.578,"organic",2017,"SanDiego"
"1/22/17",1.73,10.843,"organic",2017,"SanDiego"
"1/29/17",1.21,18.191,"organic",2017,"SanDiego"
"2/5/17",1.55,14.096,"organic",2017,"SanDiego"
"2/12/17",1.66,9.083,"organic",2017,"SanDiego"
"2/19/17",1.4,19.782,"organic",2017,"SanDiego"
"2/26/17",1.42,20.055,"organic",2017,"SanDiego"
"3/5/17",1.42,20.616,"organic",2017,"SanDiego"
"3/12/17",1.72,17.226,"organic",2017,"SanDiego"
"3/19/17",1.59,22.17,"organic",2017,"SanDiego"
"3/26/17",2.06,14.388,"organic",2017,"SanDiego"
"4/2/17",1.88,16.174,"organic",2017,"SanDiego"
"4/9/17",1.94,13.787,"organic",2017,"SanDiego"
"4/16/17",2.08,14.043,"organic",2017,"SanDiego"
"4/23/17",1.97,14.541,"organic",2017,"SanDiego"
"4/30/17",1.83,17.826,"organic",2017,"SanDiego"
"5/7/17",1.72,21.798,"organic",2017,"SanDiego"
"5/14/17",2.22,12.594,"organic",2017,"SanDiego"
"5/21/17",2.05,15.451,"organic",2017,"SanDiego"
"5/28/17",1.91,17.422,"organic",2017,"SanDiego"
"6/4/17",1.71,18.703,"organic",2017,"SanDiego"
"6/11/17",2.06,12.55,"organic",2017,"SanDiego"
"6/18/17",1.8,16.862,"organic",2017,"SanDiego"
"6/25/17",1.73,17.744,"organic",2017,"SanDiego"
"7/2/17",2,19.914,"organic",2017,"SanDiego"
"7/9/17",1.91,19.248,"organic",2017,"SanDiego"
"7/16/17",2.3,14.06,"organic",2017,"SanDiego"
"7/23/17",2.31,13.63,"organic",2017,"SanDiego"
"7/30/17",2.37,12.595,"organic",2017,"SanDiego"
"8/6/17",2.37,12.982,"organic",2017,"SanDiego"
"8/13/17",2.32,12.511,"organic",2017,"SanDiego"
"8/20/17",2.42,14.114,"organic",2017,"SanDiego"
"8/27/17",2.57,11.138,"organic",2017,"SanDiego"
"9/3/17",2.01,15.165,"organic",2017,"SanDiego"
"9/10/17",2.37,12.771,"organic",2017,"SanDiego"
"9/17/17",2.39,12.674,"organic",2017,"SanDiego"
"9/24/17",2.23,14.174,"organic",2017,"SanDiego"
"10/1/17",2.27,13.509,"organic",2017,"SanDiego"
"10/8/17",2.33,13.014,"organic",2017,"SanDiego"
"10/15/17",2.25,11.472,"organic",2017,"SanDiego"
"10/22/17",2.15,13.012,"organic",2017,"SanDiego"
"10/29/17",2.13,12.179,"organic",2017,"SanDiego"
"11/5/17",1.6,16.452,"organic",2017,"SanDiego"
"11/12/17",2.13,11.498,"organic",2017,"SanDiego"
"11/19/17",2.17,12.349,"organic",2017,"SanDiego"
"11/26/17",2.17,11.56,"organic",2017,"SanDiego"
"12/3/17",1.79,13.477,"organic",2017,"SanDiego"
"12/10/17",2.05,13.284,"organic",2017,"SanDiego"
"12/17/17",1.54,14.047,"organic",2017,"SanDiego"
"12/24/17",1.82,15.277,"organic",2017,"SanDiego"
"12/31/17",2,14.151,"organic",2017,"SanDiego"
"1/7/18",2.06,16.747,"organic",2018,"SanDiego"
"1/14/18",1.81,21.77,"organic",2018,"SanDiego"
"1/21/18",1.95,18.676,"organic",2018,"SanDiego"
"1/28/18",1.91,17.579,"organic",2018,"SanDiego"
"2/4/18",1.81,17.455,"organic",2018,"SanDiego"
"2/11/18",1.88,18.518,"organic",2018,"SanDiego"
"2/18/18",2.05,17.876,"organic",2018,"SanDiego"
"2/25/18",1.83,20.172,"organic",2018,"SanDiego"
"3/4/18",1.65,24.615,"organic",2018,"SanDiego"
"3/11/18",1.59,25.324,"organic",2018,"SanDiego"
"3/18/18",1.75,18.371,"organic",2018,"SanDiego"
"3/25/18",1.75,19.087,"organic",2018,"SanDiego"
